Utility Name,Fire Start Date,Fire Start Time,Latitude,Longitude,Material at Origin,Land Use at Origin,Size,Suppressed by,Suppressing Agency,Facility Identification,Other Companies,Voltage (Volts),Equipment Involved With Ignition,Type,Was There an Outage,Outage Date,Outage Time,Suspected Initiating Event,Equipment /Facility Failure,Contact From Object,Facility Contacted,Contributing Factor,Notes
PG&E,6/17/14,14:50,40.9605800,-124.0439590,Vegetation,Rural,< 0.25 Acres,Unknown,,100979528,AT&T,0 – 750,Conductor,Overhead,Yes,6/17/14,14:50,Wire-Wire Contact,N.A.,N.A.,N.A.,Unknown,
PG&E,6/17/14,16:47,34.6860900,-120.4327320,Vegetation,Rural,< 3 meters,Self Extinguished,,101894765,,"12,000",Conductor,Overhead,Yes,6/17/14,16:47,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,
PG&E,6/17/14,21:24,38.4180400,-121.1404610,Vegetation,Rural,10 - 99 Acres,Unknown,,Twr. 052/320,None,"115,000",Conductor,Overhead,Yes,6/17/14,21:24,Contact From Object,N.A.,Animal,Electric Facility,Unknown,
PG&E,6/18/14,10:01,37.8010980,-121.2021560,Vegetation,Urban,.26 - 9.99 Acres,Fire Agency,Manteca FD,102085311,Verizon,"17,000",Conductor,Overhead,Yes,6/18/14,10:01,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,
PG&E,6/18/14,18:29,37.3175090,-120.5049050,Vegetation,Urban,< 0.25 Acres,Fire Agency,Cal Fire,101162090,AT&T,0 – 750,Capacitor Bank,Overhead,No,,,Equipment/ Facility Failure,Capacitor Bank,N.A.,N.A.,Unknown,
PG&E,6/19/14,16:32,37.9314600,-121.2999000,Vegetation,Urban,< 0.25 Acres,Unknown,,102133758,AT&T,0 – 750,Conductor,Overhead,No,,,Equipment/ Facility Failure,Other,N.A.,N.A.,Unknown,service conductor
PG&E,6/19/14,18:54,38.7801990,-121.5007240,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,,101297449,AT&T,"12,000",Conductor,Overhead,Yes,6/19/14,18:54,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,
PG&E,6/20/14,9:47,34.8650990,-120.3206720,Vegetation,Rural,< 0.25 Acres,Unknown,,101862409,,"12,000",Conductor,Overhead,Yes,6/20/14,9:47,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,
PG&E,6/20/14,12:00,39.6663370,-122.1968810,Vegetation,Rural,< 0.25 Acres,Unknown,,100422609,,0 – 750,Capacitor Bank,Overhead,No,,,Equipment/ Facility Failure,Capacitor Bank,N.A.,N.A.,Unknown,
PG&E,6/20/14,14:15,40.7802300,-121.5028700,Vegetation,Rural,< 0.25 Acres,Fire Agency,,101520035,Frontier,"12,000",Conductor,Overhead,Yes,6/20/14,14:15,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,6/21/14,6:49,38.3753000,-122.5494000,Vegetation,Rural,< 0.25 Acres,Fire Agency,,"3111 WARM SPRINGS RD, GLEN ELLEN",,"12,000",Conductor,Overhead,Yes,6/21/14,6:49,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,6/21/14,14:36,38.3644400,-122.2626490,Vegetation,Rural,< 3 meters,Fire Agency,Cal Fire,102286053,AT&T,"12,000",Conductor,Overhead,Yes,6/21/14,14:36,Contact From Object,N.A.,Vehicle,Pole,Human Error,
PG&E,6/22/14,8:19,34.8943890,-120.4244590,Vegetation,Urban,< 3 meters,Unknown,,101864052,Verizon,"12,000",Conductor,Overhead,Yes,6/22/14,8:19,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,
PG&E,6/23/14,6:04,37.5046000,-120.0074200,Vegetation,Rural,< 0.25 Acres,Unknown,,Pole 007/019,None,"70,000",Conductor,Overhead,Yes,6/23/14,6:04,Contact From Object,N.A.,Animal,Electric Facility,Unknown,
PG&E,6/23/14,17:45,39.0640240,-121.0224860,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,,BET: MTR# 1007517420 & FUCO 7495,,"12,000",Conductor,Overhead,Yes,6/23/14,17:45,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,6/24/14,7:11,36.7495400,-121.6570600,Vegetation,Rural,< 0.25 Acres,Fire Agency,Salinas FD,101712215,AT&T,"12,000",Conductor,Overhead,Yes,6/24/14,7:11,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,
PG&E,6/24/14,7:48,37.9037000,-121.6791620,Other,Urban,< 3 meters,Fire Agency,Contra Costa FD,100485898,AT&T,0 – 750,Conductor,Overhead,No,,,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,dumpster burned
PG&E,6/24/14,14:31,39.7856800,-121.9065900,Vegetation,Rural,10 - 99 Acres,Fire Agency,Cal Fire,Mtr 36P580,None,"12,000",Conductor,Overhead,Yes,6/24/14,14:31,Contact From Object,N.A.,Animal,Electric Facility,Unknown,
PG&E,6/24/14,16:56,37.9740140,-121.3464620,Vegetation,Urban,< 0.25 Acres,Unknown,,103190493,,"12,000",Conductor,Overhead,Yes,6/24/14,16:56,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,6/24/14,17:12,38.1109730,-122.5645120,Vegetation,Urban,.26 - 9.99 Acres,Fire Agency,Novato Fire Department,102223842,,0 – 750,Conductor,Overhead,No,,,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,6/25/14,1:36,36.8908500,-121.7174600,Vegetation,Rural,< 0.25 Acres,Unknown,,101697469,AT&T,0 – 750,Conductor,Overhead,No,,,Contact From Object,N.A.,Balloons,Electric Facility,Human Error,
PG&E,6/25/14,8:51,34.8830400,-120.2776190,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,,LD SIDE MTR 1008835806,,"12,000",Conductor,Overhead,Yes,6/25/14,8:51,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,
PG&E,6/25/14,8:53,39.0110100,-120.8960600,Vegetation,Rural,.26 - 9.99 Acres,Unknown,,Main Line N/O buck to 20340 Spring Garden # 1004520726,,"12,000",Conductor,Overhead,Yes,6/25/14,8:53,Contact From Object,N.A.,Vegetation,Electric Facility,Human Error,Third-party caused
PG&E,6/25/14,21:47,37.9976630,-121.7691860,Vegetation,Rural,< 0.25 Acres,Unknown,,100455766,,"21,000",Conductor,Overhead,Yes,6/25/14,21:47,Contact From Object,N.A.,Animal,Electric Facility,Unknown,
PG&E,6/26/14,0:15,36.8002500,-119.7937790,Vegetation,Urban,< 0.25 Acres,Fire Agency,Fresno Fire Dept,100854012,AT&T,"12,000",Conductor,Overhead,Yes,6/26/14,0:15,Contact From Object,N.A.,Animal,Electric Facility,Unknown,
PG&E,6/28/14,23:04,37.8992070,-121.8608780,Vegetation,Rural,< 0.25 Acres,Unknown,,100483886,,"21,000",Transformer,Overhead,Yes,6/28/14,23:04,Contact From Object,N.A.,Animal,Electric Facility,Unknown,
PG&E,6/29/14,7:59,38.7794000,-121.5055490,Vegetation,Rural,< 0.25 Acres,Fire Agency,,101297918,AT&T,0 – 750,Transformer,Overhead,Yes,6/29/14,7:59,Equipment/ Facility Failure,Transformer,N.A.,N.A.,Unknown,
PG&E,6/29/14,8:23,39.0919800,-121.5430700,Vegetation,Urban,< 0.25 Acres,Unknown,,SB 15745  ARBOGA RD 500' S/O FURNEAUX RD 2 SP EAST,,"12,000",Conductor,Overhead,Yes,6/29/14,8:23,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,
PG&E,6/29/14,19:53,38.5208000,-123.0606700,Vegetation,Rural,< 0.25 Acres,Fire Agency,Cal Fire,3600 E. AUTSTIN CREEK RD,,"12,000",Conductor,Overhead,Yes,6/29/14,19:53,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,6/30/14,14:08,38.4491800,-122.8727700,Vegetation,Rural,< 0.25 Acres,Unknown,,102022582,AT&T,0 – 750,Conductor,Overhead,No,,,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,6/30/14,18:25,39.1449270,-122.1318820,Vegetation,Rural,< 0.25 Acres,Unknown,,101629033,,"12,000",Conductor,Overhead,Yes,6/30/14,18:25,Contact From Object,N.A.,Animal,Electric Facility,Unknown,
PG&E,6/30/14,20:02,36.8080200,-119.9101390,Vegetation,Urban,< 0.25 Acres,Unknown,,100625545,AT&T,"21,000",Conductor,Overhead,Yes,6/30/14,20:02,Contact From Object,N.A.,Animal,Electric Facility,Unknown,
PG&E,7/1/14,3:46,37.9004730,-121.2602580,Vegetation,Rural,< 0.25 Acres,Unknown,,2 POLES EAST OF C3412,,"12,000",Conductor,Overhead,Yes,7/1/14,3:46,Contact From Object,N.A.,Vehicle,Pole,Human Error,
PG&E,7/1/14,6:43,38.0062300,-122.6430300,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,West Marin Fire,102258915,AT&T,"12,000",Conductor,Overhead,Yes,7/1/14,6:43,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,7/1/14,9:45,37.4266900,-119.8809500,Vegetation,Rural,.26 - 9.99 Acres,Unknown,,101065832,,"21,000",Conductor,Overhead,Yes,7/1/14,9:45,Contact From Object,N.A.,Animal,Electric Facility,Unknown,
PG&E,7/1/14,14:36,38.8648700,-121.7025500,Vegetation,Rural,< 0.25 Acres,Fire Agency,Yolo FD,101593404,Verizon,"12,000",Conductor,Overhead,Yes,7/1/14,14:36,Contact From Object,N.A.,Vehicle,Communication Facility,Human Error,
PG&E,7/1/14,18:43,37.0854220,-121.7607380,Vegetation,Rural,< 0.25 Acres,Fire Agency,Cal Fire,"6770 Croy Rd, Morgan Hill",,0 – 750,Conductor,Overhead,Yes,7/1/14,18:43,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,
PG&E,7/2/14,13:17,38.2545710,-122.0509280,Vegetation,Urban,< 0.25 Acres,Fire Agency,,101556512,AT&T,"12,000",Conductor,Overhead,Yes,7/2/14,13:17,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,
PG&E,7/2/14,14:29,40.4736600,-122.4737300,Vegetation,Rural,< 0.25 Acres,Fire Agency,Cal Fire,101481261,TDS HAPPY VALL,"12,000",Conductor,Overhead,Yes,7/2/14,14:29,Vandalism/Theft,N.A.,N.A.,N.A.,Human Error,Third-party caused
PG&E,7/2/14,17:17,35.0533510,-119.4087900,Vegetation,Rural,< 0.25 Acres,Fire Agency,,Mtr. 1004492840,,0 – 750,Transformer,Overhead,Yes,7/2/14,17:17,Equipment/ Facility Failure,Transformer,N.A.,N.A.,Unknown,
PG&E,7/3/14,11:37,37.3348840,-120.8510170,Vegetation,Rural,< 0.25 Acres,Unknown,,101207072,AT&T,"12,000",Conductor,Overhead,Yes,7/3/14,11:37,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,
PG&E,7/3/14,19:22,39.4914530,-121.5384690,Vegetation,Rural,< 0.25 Acres,Unknown,,100369965,,"12,000",Other,Subsurface,Yes,7/3/14,19:22,Equipment/ Facility Failure,Other,N.A.,N.A.,Unknown,
PG&E,7/3/14,20:28,40.6583840,-122.3214760,Vegetation,Rural,< 0.25 Acres,Fire Agency,Cal Fire,T1192,,"12,000",Other,Padmounted,Yes,7/3/14,20:28,Equipment/ Facility Failure,Other,N.A.,N.A.,Unknown,
PG&E,7/4/14,1:40,39.3337230,-121.1391380,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Cal Fire,100001697,,"12,000",Transformer,Overhead,Yes,7/4/14,1:40,Equipment/ Facility Failure,Transformer,N.A.,N.A.,Unknown,
PG&E,7/4/14,6:52,37.1840190,-121.7416040,Vegetation,Rural,< 3 meters,Unknown,,Sw 73367,,"21,000",Other,Overhead,Yes,7/4/14,6:52,Unknown,N.A.,N.A.,N.A.,Unknown,
PG&E,7/5/14,3:30,35.4595500,-120.7291500,Vegetation,Rural,< 0.25 Acres,Fire Agency,Cal Fire,101934121,,"12,000",Conductor,Overhead,Yes,7/5/14,3:30,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,7/5/14,5:33,37.2493520,-121.0126450,Other,Rural,< 3 meters,Fire Agency,,101219229,,0 – 750,Conductor,Overhead,No,,,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,debris burned
PG&E,7/5/14,10:09,39.7785380,-121.5900380,Vegetation,Rural,< 0.25 Acres,Fire Agency,Butte County FD,100399511,,"12,000",Transformer,Overhead,Yes,7/5/14,10:09,Contact From Object,N.A.,Animal,Electric Facility,Unknown,
PG&E,7/5/14,23:17,39.8197700,-121.6262220,Vegetation,Rural,< 0.25 Acres,Fire Agency,,100355517,,"12,000",Conductor,Overhead,Yes,7/5/14,23:17,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,7/6/14,17:00,37.9469100,-122.0936090,Vegetation,Rural,< 0.25 Acres,Fire Agency,Contra Costa FD,100460181,AT&T,0 – 750,Conductor,Overhead,No,,,Unknown,N.A.,N.A.,N.A.,Unknown,
PG&E,7/6/14,19:19,38.7489000,-123.2849800,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Cal Fire,6 SPANS FROM EOL TWD FUCO 4605,,"12,000",Conductor,Overhead,Yes,7/6/14,19:19,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,7/7/14,20:43,36.8493900,-119.8799860,Vegetation,Urban,< 0.25 Acres,Fire Agency,,NE of D9200,,"21,000",Conductor,Overhead,Yes,7/7/14,20:43,Contact From Object,N.A.,Other,Electric Facility,Human Error,suspect large crane
PG&E,7/7/14,23:49,37.0326640,-120.3104760,Vegetation,Rural,< 0.25 Acres,Fire Agency,Cal Fire,101090847,AT&T,"12,000",Conductor,Overhead,Yes,7/7/14,23:49,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,
PG&E,7/8/14,11:07,37.9053570,-121.2198500,Vegetation,Rural,< 0.25 Acres,Unknown,,102131509,,"12,000",Capacitor Bank,Overhead,Yes,7/8/14,11:07,Equipment/ Facility Failure,Capacitor Bank,N.A.,N.A.,Unknown,
PG&E,7/8/14,11:41,36.7016130,-121.5768130,Vegetation,Rural,< 0.25 Acres,Unknown,,101722884,AT&T,"12,000",Conductor,Overhead,Yes,7/8/14,11:41,Contact From Object,N.A.,Vegetation,Electric Facility,Human Error,Third-party caused
PG&E,7/8/14,12:34,36.3905000,-121.6147500,Vegetation,Rural,< 0.25 Acres,Fire Agency,Cal Fire,5 SPANS BEYOND FU-9383,,"12,000",Conductor,Overhead,Yes,7/8/14,12:34,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,7/8/14,22:39,39.0437000,-120.5905200,Vegetation,Rural,< 0.25 Acres,Fire Agency,Cal Fire,22640 PLUMTREE RD,,"12,000",Conductor,Overhead,Yes,7/8/14,22:39,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,7/9/14,14:42,38.6057890,-120.7117550,Vegetation,Rural,< 0.25 Acres,Fire Agency,Cal Fire,"6851 Mount Aukum Rd, Somerset",,0 – 750,Conductor,Overhead,No,,,Unknown,N.A.,N.A.,N.A.,Unknown,
PG&E,7/10/14,14:37,39.2318500,-123.1398900,Vegetation,Rural,< 0.25 Acres,Unknown,,MTR 1009774604,,"12,000",Conductor,Overhead,Yes,7/10/14,14:37,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,7/11/14,1:42,39.2121340,-121.2977650,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Cal Fire,Pole 000/006,,"60,000",Conductor,Overhead,Yes,7/11/14,1:42,Contact From Object,N.A.,Animal,Electric Facility,Unknown,
PG&E,7/11/14,14:07,36.9456200,-121.7668410,Vegetation,Urban,< 0.25 Acres,Fire Agency,Cal Fire,101709439,,"21,000",Conductor,Overhead,Yes,7/11/14,14:07,Contact From Object,N.A.,Balloons,Electric Facility,Human Error,
PG&E,7/11/14,15:15,38.9108000,-122.0099790,Vegetation,Rural,.26 - 9.99 Acres,Unknown,,101651518,,"12,000",Transformer,Overhead,Yes,7/11/14,15:15,Equipment/ Facility Failure,Transformer,N.A.,N.A.,Unknown,
PG&E,7/11/14,21:56,37.8952600,-121.8570400,Vegetation,Rural,< 0.25 Acres,Fire Agency,Contra Costa FD,102347574,AT&T,"21,000",Conductor,Overhead,Yes,7/11/14,21:56,Contact From Object,N.A.,Vehicle,Pole,Human Error,
PG&E,7/12/14,16:25,36.5359020,-121.4173310,Vegetation,Rural,< 0.25 Acres,Fire Agency,,Mtr. 1006729371,,"12,000",Conductor,Overhead,Yes,7/12/14,16:25,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,
PG&E,7/12/14,19:52,40.7779470,-121.9996700,Vegetation,Rural,< 0.25 Acres,Fire Agency,,6 SPANS E/OF MTR 5000068877,,"12,000",Conductor,Overhead,Yes,7/12/14,19:52,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,7/13/14,18:42,38.9755700,-123.6806800,Vegetation,Rural,< 0.25 Acres,Fire Agency,Cal Fire,43712 CRISPIN RD,,"12,000",Conductor,Overhead,Yes,7/13/14,18:42,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,7/14/14,9:36,37.9832220,-122.0696110,Vegetation,Urban,< 0.25 Acres,Customer,,100460487,AT&T,"21,000",Conductor,Overhead,Yes,7/14/14,9:36,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,
PG&E,7/14/14,16:41,37.5361780,-122.2949790,Vegetation,Urban,< 0.25 Acres,Unknown,,100271153,AT&T,0 – 750,Conductor,Overhead,No,,,Contact From Object,N.A.,Balloons,Electric Facility,Human Error,
PG&E,7/15/14,9:00,38.4189000,-120.5195000,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Cal Fire,101244892,,"12,000",Conductor,Overhead,Yes,7/15/14,9:00,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,7/15/14,16:32,38.2557660,-122.0487340,Vegetation,Urban,< 0.25 Acres,Fire Agency,,"1244 Grant St, Fairfield",,0 – 750,Conductor,Overhead,No,,,Unknown,N.A.,N.A.,N.A.,Unknown,
PG&E,7/16/14,1:29,38.7362770,-121.4365400,Vegetation,Rural,.26 - 9.99 Acres,Unknown,,100102912,,"12,000",Unknown,Overhead,Yes,7/16/14,1:29,Unknown,N.A.,N.A.,N.A.,Unknown,
PG&E,7/17/14,13:56,35.2421000,-119.1050000,Vegetation,Rural,< 0.25 Acres,Fire Agency,Cal Fire,1 POLE E/OF NORIEGA AND HEATH,,"21,000",Conductor,Overhead,Yes,7/17/14,13:56,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,7/17/14,15:14,39.8104340,-122.3299900,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Cal Fire,1 POLE W/OF MTR #1008817785,,"12,000",Conductor,Overhead,Yes,7/17/14,15:14,Contact From Object,N.A.,Animal,Electric Facility,Unknown,
PG&E,7/17/14,17:24,37.3748260,-122.0824690,Vegetation,Urban,< 3 meters,Unknown,,3P N/O 1715,,"12,000",Conductor,Overhead,Yes,7/17/14,17:24,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,7/20/14,3:07,37.4522840,-122.2524110,Other,Urban,Structure Only,Fire Agency,Redwood City FD,"1045 Silver Hill Rd, Redwood City",,"12,000",Conductor,Overhead,Yes,7/20/14,3:07,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,play structure burned
PG&E,7/20/14,12:23,37.6760780,-119.7969260,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,NPS,Twr. 038/224,,"70,000",Conductor,Overhead,Yes,7/20/14,12:23,Contact From Object,N.A.,Other,Electric Facility,Weather,lightning strike
PG&E,7/20/14,12:44,38.3931390,-121.5937400,Vegetation,Rural,< 0.25 Acres,Unknown,,101652420,,"21,000",Conductor,Overhead,Yes,7/20/14,12:44,Contact From Object,N.A.,Animal,Electric Facility,Unknown,
PG&E,7/21/14,9:57,37.5928900,-121.3416720,Vegetation,Rural,< 0.25 Acres,Fire Agency,,"3401 Gaffery Rd, Vernalis",,"12,000",Conductor,Overhead,Yes,7/21/14,9:57,Contact From Object,N.A.,Animal,Electric Facility,Unknown,
PG&E,7/22/14,14:53,37.0685800,-121.6695500,Vegetation,Rural,< 0.25 Acres,Unknown,,100607514,Verizon,0 – 750,Conductor,Overhead,No,,,Unknown,N.A.,N.A.,N.A.,Unknown,
PG&E,7/22/14,20:09,37.9516280,-120.4597190,Vegetation,Rural,< 0.25 Acres,Unknown,,101012452,,0 – 750,Conductor,Overhead,Yes,7/22/14,20:09,Equipment/ Facility Failure,Other,N.A.,N.A.,Unknown,
PG&E,7/23/14,12:16,35.2909980,-120.6593170,Other,Urban,Structure Only,Fire Agency,San Luis Obispo FD,103351214,,"12,000",Conductor,Overhead,Yes,7/23/14,12:16,Contact From Object,N.A.,Vehicle,Pole,Human Error,vehicle burned
PG&E,7/24/14,1:04,37.0812740,-122.1425840,Vegetation,Rural,< 3 meters,Fire Agency,Cal Fire,1 SP SS OF MTR 1008516620,,"12,000",Conductor,Overhead,Yes,7/24/14,1:04,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,7/24/14,10:59,40.0240030,-122.0955900,Vegetation,Rural,< 0.25 Acres,Fire Agency,Cal Fire,101537326,AT&T,0 – 750,Conductor,Overhead,No,,,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,7/24/14,11:56,38.3914700,-122.9305300,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Cal Fire,2 SPANS LOAD SIDE OF 1691,,"12,000",Conductor,Overhead,Yes,7/24/14,11:56,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,7/24/14,15:26,37.4465390,-122.2719340,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,,Pole 000/019,AT&T,"60,000",Conductor,Overhead,Yes,7/24/14,15:26,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,7/24/14,15:51,39.8368310,-121.7038940,Vegetation,Rural,< 0.25 Acres,Fire Agency,Cal Fire,4 & 5 POLES S/OF LR 2028,,"12,000",Conductor,Overhead,Yes,7/24/14,15:51,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,7/24/14,19:28,39.0450030,-121.1727940,Vegetation,Rural,.26 - 9.99 Acres,Unknown,,"16243 Tierra Rd, Grass Valley",,"12,000",Conductor,Overhead,Yes,7/24/14,19:28,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,7/25/14,12:16,39.6491530,-121.8713570,Vegetation,Rural,< 3 meters,Unknown,,100356542,,0 – 750,Conductor,Overhead,No,,,Unknown,N.A.,N.A.,N.A.,Unknown,
PG&E,7/26/14,5:02,39.2614500,-121.5745900,Vegetation,Rural,< 0.25 Acres,Self Extinguished,,Twr. 001/110,,"115,000",Other,Overhead,Yes,7/26/14,5:02,Unknown,N.A.,N.A.,N.A.,Unknown,
PG&E,7/26/14,15:26,37.6655100,-119.8416500,Vegetation,Rural,1000 - 4999 Acres,Fire Agency,NPS,101084253,,"12,000",Conductor,Overhead,Yes,7/26/14,15:26,Contact From Object,N.A.,Vegetation,Electric Facility,Unknown,
PG&E,7/27/14,4:17,37.7925760,-120.7750140,Other,Rural,Structure Only,Fire Agency,Oakdale FD,102334307,,"17,000",Conductor,Overhead,Yes,7/27/14,4:17,Contact From Object,N.A.,Vehicle,Pole,Human Error,car / garage burned
PG&E,7/27/14,6:54,35.6004700,-121.1154800,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Cal Fire,MAIN LINE LOAD SIDE FUSE TAP 5027,,"12,000",Conductor,Overhead,Yes,7/27/14,6:54,Equipment/ Facility Failure,Conductor,N.A.,N.A.,Unknown,
PG&E,7/27/14,16:30,35.5720140,-121.0578980,Vegetation,Rural,< 0.25 Acres,Fire Agency,,Pole 014/099,,"70,000",Conductor,Overhead,Yes,7/27/14,16:30,Equipment/ Facility Failure,Other,N.A.,N.A.,Unknown,
PG&E,7/27/14,17:40,37.4481800,-119.9094980,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,,101087619,,"21,000",Conductor,Overhead,Yes,7/27/14,17:40,Other,N.A.,N.A.,N.A.,Outside Force,woodpecker damage
PG&E,7/28/14,0:46,37.3144520,-121.0158390,Other,Urban,Structure Only,Fire Agency,,101229360,AT&T,"12,000",Conductor,Overhead,Yes,7/28/14,0:46,Equipment/ Facility Failure,Splice/Clamp/Connector,N.A.,N.A.,Unknown,shack burned
