Utility Name,Fire Start Date,Fire Start Time,Latitude,Longitude,Material at Origin,Land Use at Origin,Size,Suppressed by,Suppressing Agency,Facility Identification,Other Companies,Voltage (Volts),Equipment Involved With Ignition,Type,Was There an Outage,Outage Date,Outage Time,Suspected Initiating Event,Equipment /Facility Failure,Contact From Object,Facility Contacted,Contributing Factor,Notes
SCE,7/29/2014,8:23,34.452932,-117.187271,Vegetation,Rural,Less Than 0.25 Acres,Fire Agency,Riverside County,"UG-5057024,rouse rd, menifee ca",None,12kV,Conductor,Overhead,No,,,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,7/30/2014,15:00,34.159337,-117.290808,Vegetation,Urban,0.26 - 9.99 Acres,Fire Agency,San Bernadino Fire,"3750 MAYFIELD PL SAAN BERDO, 66864e and 1499831e",None,12kV,Other,Overhead,Yes,7/30/2014,15:00,Contact From Object,,Vegetation,Electric Facility,Human Error ,Tree trimmer dropped palm frond on wires.
SCE,7/31/2014,16:00,33.7927568,-117.2831691,Other,Rural,Less Than 0.25 Acres,Fire Agency,Perris Fire Department,"22597 FORREST RD, Perris",Phone & Cable,12kV,Other,Overhead,No,,,Unknown,,,,Unknown,
SCE,8/3/2014,20:00,36.342564,-119.375697,Vegetation,Rural,Less Than 0.25 Acres,Fire Agency,Visalia Fire Department,"NS of Goshen Ave. 4-Jan mile west of Shirk Rd. Visalia,Ca, OH-827508E",None,12kV,Conductor,Overhead,No,,,Contact From Object,,Balloons,Pole,Unknown,
SCE,8/12/2014,13:29,34.38679,-119.3145,Vegetation,Rural,Less Than 0.25 Acres,Fire Agency,Ventura County,SANTA ANA BL S/O SANTA ANA RD OAK VIEW,Unknown,16kV,Conductor,Overhead,Yes,8/12/2014,12:05,Contact From Object,,Vehicle,Pole,Outside Force,
SCE,8/16/2014,9:00,33.7337323,-117.0152318,Vegetation,Rural,Less Than 0.25 Acres,Fire Agency,Hemet Fire Department,"810 S CAWSTON AVE, 4447283e",Phone,12kV,Other,Overhead,Yes,8/16/2014,9:00,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,8/17/2014,15:00,33.746982,-117.7992737,Vegetation,Urban,Less Than 0.25 Acres,Fire Agency,OC Fire Authority,"1622 alta vista dr, santa ana, ca",None,12kV,Transformer,Overhead,Yes,8/17/2014,16:00,Equipment/Facility Failure,Transformer,,,Unknown,
SCE,8/24/2014,8:30,34.008754,-117.402176,Building,Urban,0.26 - 9.99 Acres,Fire Agency,Riverside County FD,5795 Kenwood Pl Pole 207117S,None,12kV,Other,Overhead,Yes,8/24/2014,8:30,Other,,,,Unknown,
SCE,8/30/2014,15:30,34.170935,-117.295655,Vegetation,Urban,0.26 - 9.99 Acres,Fire Agency,San Bernadino Fire,"4718 Acacia San Bernadino, 688508H",Phone & Cable,4kV,Other,Overhead,No,,,Equipment/Facility Failure,Splice/Clamp/Connector,,,Unknown,
SCE,9/5/2014,14:00,34.0276135,-117.9071504,Other,Urban,Less Than 0.25 Acres,Fire Agency,West Covina FD,"1829 Greenleaf Dr. West Covina, V5011025",,12kV,Other,Subsurface,Yes,9/5/2014,14:00,Equipment/Facility Failure,Splice/Clamp/Connector,,,Unknown,
SCE,9/6/2014,14:00,33.8780461,-117.5195693,Vegetation,Urban,Less Than 0.25 Acres,Fire Agency,Riverside County,"13462 magnolia ave, corona 748702E",Unknown,12kV,Conductor,Overhead,Yes,9/6/2014,14:00,Unknown,,,,Unknown,
SCE,9/8/2014,11:55,34.560012,-118.040194,Other,Urban,Less Than 0.25 Acres,Fire Agency,LA County,"37316 50TH ST EAST PALMDALE, 1184634E",Phone & Cable,12kV,Conductor,Overhead,No,,,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,9/15/2014,16:00,34.1740188,-118.05759,Vegetation,Rural,Less Than 0.25 Acres,Fire Agency,Sierra Madre  FD,rear of 630 Sierra Meadows near structure 1271353E,Unknown,16kV,Other,Overhead,Yes,9/15/2014,15:54,Contact From Object,,Balloons,Electric Facility,None,
SCE,9/19/2014,23:20,34.038254,-118.871992,Vegetation,Rural,Less Than 0.25 Acres,Fire Agency,LA County,"32008 PACIFIC COAST HWY MALIBU CA. 90265, 2144754E",Phone & Cable,16kV,Transformer,Overhead,No,,,Contamination,,,,Other,
SCE,10/3/2014,15:00,34.0468915,-117.9851278,Other,Urban,Less Than 0.25 Acres,Unknown,,"1160454e n/e corner of puente and nelson, la puente, ca",Unknown,12kV,Other,Overhead,No,,,Contact From Object,,Other,Electric Facility,Unknown,
SCE,10/4/2014,16:00,34.165225,-117.356623,Other,Urban,Less Than 0.25 Acres,Fire Agency,San Bernadino Fire,"2497 W. 3rd Ave.San Bernardino, pole has no structure # made R/O to x-mfr pole 2121692e",Unknown,4kV,Other,Overhead,Yes,10/4/2014,16:00,Unknown,,,,Unknown,
SCE,10/10/2014,16:24,34.204921,-118.874673,Vegetation,Urban,Less Than 0.25 Acres,Fire Agency,Thousand Oaks,"73 TRIANGLE ST THOUSAND OAKS, CA 1540200E",Unknown,16kV,Conductor,Overhead,Yes,10/10/2014,16:24,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,11/7/2014,17:00,Not Provided,Not Provided,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Redondo Beach Fire Dept,509 s Lucia redondo beach 90277 - A6932Y,Unknown,16kV,Conductor,Overhead,Yes,11/7/2014,19:00,Equipment/Facility Failure,Splice/Clamp/Connector,,,Unknown,
SCE,11/10/2014,Not Provided,Not Provided,Not Provided,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Arcadia Fire Department,"R/O School on Santa Anita and Virginia, (FIRST AV PL/W 138' S/O VIRGINIA DR) OH-922691E",None,4kV,Conductor,Overhead,Yes,11/10/2014,Not Provided,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,11/13/2014,12:00,34.493402,-117.186397,Building,Urban,Less Than 0.25 Acres,Fire Agency,Apple Valley  Fire Department,21838 Ottawa 4559358E,Unknown,12kV,Other,Overhead,No,,,Contact Between Third Party Facility on Pole and Supply Lines,,,,Unknown,
SCE,11/16/2014,13:30,34.048046,-118.68299,Vegetation,Urban,Less Than 0.25 Acres,Fire Agency,LA County,"R/O 23347 PALM CANYON LANE, (N PP 400 N/O MALIBU CREEK CYN RD BEAR SIERRA) OH-386290E",Unknown,16kV,Conductor,Overhead,Yes,11/16/2014,13:30,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,11/17/2014,4:30,34.312859,-118.898336,Other,Rural,Less Than 0.25 Acres,Fire Agency,Ventura County,"11856 Broadway rd, moorpark, ca, 93021, 1603560E",Unknown,16kV,Transformer,Overhead,No,,,Wire-Wire Contact,,,,Weather,
SCE,11/21/2014,4:41,34.089112,-117.371182,Vegetation,Urban,Less Than 0.25 Acres,Fire Agency,RIALTO FD,VACANT FIELD; VACNT LOT NEXT N/O 660 S. RIVERSIDE AVE - 1595040E,Unknown,12kV,Other,Overhead,No,,,Other,,,,Weather,Lightning strike.
SCE,12/2/2014,10:00,34.1058474,-117.788153,Other,Urban,Less Than 0.25 Acres,Fire Agency,La Verne  Fire Department,"1025 Bonita Ave., La Verne G24716Y",Phone & Cable,12kV,Capacitor Bank,Overhead,Yes,12/2/2014,10:00,Vandalism/Theft,,,,Unknown,
SCE,12/3/2014,19:00,34.037689,-117.7595747,Vegetation,Urban,Less Than 0.25 Acres,Fire Agency,Pomona Fire Department,"1852 GARLAND ST, POMONA, OH-1100807E",None,12kV,Conductor,Overhead,Yes,12/3/2014,19:00,Equipment/Facility Failure,Conductor,,,Weather,
SCE,12/4/2014,4:00,34.0119761,-117.970873,Vegetation,Urban,Less Than 0.25 Acres,Fire Agency,LA County,"Rochlen St. off Kwis private st., SCE Primary pole ( 1046135E & maybe 1046136E & E14291Y )",Phone & Cable,12kV,Conductor,Overhead,Yes,12/4/2014,4:00,Other,,,,Unknown,
SCE,12/5/2014,2:52,33.9397026,-117.6114641,Vegetation,Rural,Less Than 0.25 Acres,Fire Agency,Chino Fire Department,"1744 Hellman Chino, CA OH-4280000E",None,12kV,Other,Overhead,No,,,Vandalism/Theft,,,,Other,
SCE,12/12/2014,1:30,35.9219806,-119.0178838,Vegetation,Rural,Less Than 0.25 Acres,Fire Agency,Tulare County  Fire Department,"7260 Rd. 248 Terra Bella, CA, 1901852E",None,12kV,Conductor,Overhead,No,,,Contact From Object,,Vegetation,Electric Facility,Weather,
SCE,12/27/2014,8:17,34.0719543,-117.8389807,Vegetation,Urban,Less Than 0.25 Acres,Fire Agency,LA County,covina hills x CALLE FRANCESCA,Phone & Cable,12kV,Switch,Overhead,Yes,,,Contact From Object,,Animal,Pole,Outside Force,
SCE,1/4/2015,13:00,33.9539015,-118.3682332,Other,Urban,Less Than 0.25 Acres,Fire Agency,Los Angeles  County Fire,Pole 1879055E,Phone & Cable,16kV,Conductor,Overhead,Yes,1/4/2015,13:00,Unknown,,,,Unknown,
SCE,1/26/2015,17:30,34.1314861,-117.8376444,Vegetation,Urban,Less Than 0.25 Acres,Fire Agency,Glendora Fire Department,Pole 1384657E,Phone & Cable,12kV,Conductor,Overhead,Yes,1/26/2015,17:30,Contact From Object,,Vegetation,Electric Facility,Weather,
SCE,2/6/2015,13:15,37.45396,-118.584196,Vegetation,Rural,Greater than 5000 Acr,Fire Agency,Various Fire Agencies,Between Poles 1854107E & 1854106E,Phone & Cable,12kV,Conductor,Overhead,Yes,2/6/2015,13:15,Unknown,,,,Unknown,
SCE,2/22/2015,9:52,34.284868,-119.217293,Vegetation,Rural,10 - 99 Acres,Fire Agency,Ventura Fire Department,Pole 1718768E,Phone & Cable,16kV,Other,Overhead,Yes,2/22/2015,10:49,Unknown,,,,None,
SCE,3/23/2015,17:20,34.43546,-119.822627,Other,Urban,Less Than 0.25 Acres,Fire Agency,Santa Barbara  County Fire,Pole 807632E,Phone & Cable,16kV,Conductor,Overhead,Yes,3/23/2015,19:19,Equipment/Facility Failure,Transformer,,,Unknown,
SCE,3/26/2015,14:09,33.945951,-117.924723,Vegetation,Rural,Less Than 0.25 Acres,Fire Agency,Los Angeles  County Fire,Twister 12kV at La Habra Sub and Whipstock 12kV at Olinda Sub.,,12kV,Conductor,Overhead,Yes,3/26/2015,14:09,Contact From Object,,Other,Electric Facility,Unknown,
SCE,3/26/2015,17:57,33.8513739,-117.5872299,Other,Urban,Less Than 0.25 Acres,Fire Agency,Corona Fire Department,Owens 33kV at Corona Sub carrying Cupples 33kV in Corona.,,33kV,Other,Overhead,Yes,3/26/2015,17:57,Equipment/Facility Failure,Other,,,Unknown,
SCE,3/30/2015,15:14,33.901058,-117.85337,Vegetation,Urban,Less Than 0.25 Acres,Fire Agency,Orange County  Fire Authority,Cancun 12kV at Brea Sub in Placentia,,12kV,Conductor,Overhead,Yes,3/30/2015,15:24,Contact From Object,,Other,Electric Facility,Unknown,
SCE,4/8/2015,14:00,36.106562,-119.031467,Vegetation,Rural,0.26 - 9.99 Acres,Fire Agency,Tulare County Fire,"Lewis Hill Porterville, ca - 8916t",Phone & Cable,12kV,Other,Overhead,Yes,4/8/2015,14:10,Other,,,,Weather,
SCE,4/8/2015,13:05,34.178109,-118.868425,Vegetation,Urban,Less Than 0.25 Acres,Fire Agency,Ventura County Fire,Pole 2240858E,,16kV,Conductor,Overhead,Yes,4/8/2015,13:05,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,4/8/2015,16:52,36.105907,-119.041647,Other,Rural,Less Than 0.25 Acres,Fire Agency,Tulare County Fire,Pole 1004338E,,12kV,Conductor,Overhead,Yes,4/8/2015,16:52,Equipment/Facility Failure,Crossarm,,,Weather,
SCE,4/11/2015,14:27,34.035473,-118.132774,Vegetation,Urban,Less Than 0.25 Acres,Fire Agency,Monterey Park Fire Department,Pole 4356231E,Phone & Cable,4kV,Other,Overhead,Yes,4/11/2015,14:27,Equipment/Facility Failure,Other,,,Unknown,
SCE,4/12/2015,6:32,34.077196,-117.499653,Other,Urban,Less Than 0.25 Acres,Unknown,,Etiwanda-Galvanizing-Strip 66kV. PS451:,,66kV,Switch,Overhead,No,,,Vandalism/Theft,,,,Outside Force,
SCE,4/13/2015,15:00,33.790251,-117.032373,Other,Rural,0.26 - 9.99 Acres,Fire Agency,Cal Fire,Pole 2020648E,Phone & Cable,12kV,Fuse,Overhead,No,,,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,4/14/2015,14:35,35.6261194,-117.6817528,Other,Urban,0.26 - 9.99 Acres,Fire Agency,Kern County  Fire Department,Pole 1744258E,Phone & Cable,12kV,Conductor,Overhead,Yes,4/14/2015,14:35,Unknown,,,,Unknown,
SCE,4/17/2015,8:41,33.639703,-116.900997,Vegetation,Rural,Less Than 0.25 Acres,Fire Agency,Riverside County Fire,33425 VALERIO RD hemet ca,,12kV,Other,Overhead,No,,,Other,,,,Unknown,
SCE,4/17/2015,9:59,33.916972,-118.024938,Building,Urban,Less Than 0.25 Acres,Unknown,,Fixed Capacitor 28041 Imperial Highway and Valley View Ave.,Phone & Cable,12kV,Conductor,Overhead,Yes,4/17/2015,9:59,Equipment/Facility Failure,Fuse,,,Unknown,
SCE,4/17/2015,16:41,34.085125,-118.804369,Vegetation,Rural,0.26 - 9.99 Acres,Fire Agency,Los Angeles County Fire,Maguire 16kV out of Latigo Sub,,16kV,Conductor,Overhead,Yes,4/17/2015,16:41,Contact From Object,,Vehicle,Pole,None,
SCE,4/19/2015,13:40,34.435908,-118.524014,Building,Urban,Less Than 0.25 Acres,Fire Agency,Los Angeles County Fire,Pole 1527158E,,16kV,Conductor,Overhead,Yes,4/19/2015,13:40,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,4/19/2015,14:41,33.858431,-117.934427,Building,Urban,Less Than 0.25 Acres,Fire Agency,Fullerton Fire Department,Pole 1005284E,Phone & Cable,12kV,Conductor,Overhead,Yes,4/19/2015,14:41,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,4/25/2015,14:16,33.937823,-118.019525,Vegetation,Urban,Less Than 0.25 Acres,Fire Agency,Los Angeles County Fire,Pole 1154469E,Phone & Cable,12kV,Conductor,Overhead,Yes,4/25/2015,14:16,Contact From Object,,Vegetation,Electric Facility,Weather,
SCE,4/26/2015,21:01,34.069351,-118.029883,Other,Urban,Less Than 0.25 Acres,Fire Agency,El Monte Fire Department,Pole 4481447E,Phone & Cable,16kV,Conductor,Overhead,Yes,4/26/2015,21:01,Vandalism/Theft,,,,Outside Force,
SCE,4/27/2015,19:09,34.308859,-118.941348,Other,Rural,Less Than 0.25 Acres,Fire Agency,Ventura County Fire,9372 STOCKTON RD PMP MOORPARK,Phone & Cable,12kV,Conductor,Overhead,Yes,4/27/2015,19:09,Equipment/Facility Failure,Splice/Clamp/Connector,,,Unknown,
SCE,4/27/2015,8:58,34.177689,-117.301394,Vegetation,Urban,Less Than 0.25 Acres,Fire Agency,San Bernadino Fire Department,Pole 1371456E,Phone & Cable,12kV,Conductor,Overhead,Yes,4/27/2015,5:46,Unknown,,,,Unknown,
SCE,4/27/2015,8:23,34.177689,-117.301394,Vegetation,Urban,Less Than 0.25 Acres,Fire Agency,San Bernadino County Fire,Pole 1371456E,Phone & Cable,12kV,Conductor,Overhead,Yes,4/27/2015,8:23,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,4/27/2015,15:57,33.929736,-116.580436,Other,Rural,Less Than 0.25 Acres,Fire Agency,Riverside County Fire,Invader 12kV of Devers Sub,,12kV,Conductor,Overhead,Yes,4/27/2015,15:57,Equipment/Facility Failure,Splice/Clamp/Connector,,,Unknown,
SCE,4/27/2015,19:10,34.308859,-118.941348,Other,Rural,Less Than 0.25 Acres,Fire Agency,Ventura County Fire,Pole 4734128E,,16kV,Other,Overhead,Yes,4/27/2015,19:10,Equipment/Facility Failure,Other,,,Unknown,
SCE,4/30/2015,13:45,33.679696,-117.2441,Vegetation,Urban,Less Than 0.25 Acres,Fire Agency,Cal Fire,30515 Railroad Canyon Rd,,12kV,Conductor,Overhead,Yes,4/30/2015,13:45,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,5/1/2015,13:30,34.025517,-117.719954,Building,Urban,Less Than 0.25 Acres,Fire Agency,Chino Valley Fire District,Pole 49856E,Phone & Cable,12kV,Conductor,Overhead,Yes,5/1/2015,13:30,Unknown,,,,Unknown,
SCE,5/4/2015,15:47,36.34908,-119.605313,Vegetation,Rural,Less Than 0.25 Acres,Fire Agency,Kings County Fire Department,Pole 4672160E,,12kV,Conductor,Overhead,Yes,5/4/2015,15:47,Contact From Object,,Vehicle,Pole,None,
SCE,5/5/2015,16:00,33.71101,-117.708946,Vegetation,Rural,Less Than 0.25 Acres,Fire Agency,Orange County Fire,Pole 4229158E,,12kV,Conductor,Overhead,No,,,Contact From Object,,Vehicle,Electric Facility,None,
SCE,5/6/2015,14:03,33.717585,-117.72539,Vegetation,Rural,Less Than 0.25 Acres,Fire Agency,Orange County Fire Authority,Beijing 12kV out of Las Lomas Sub.,,12kV,Conductor,Overhead,Yes,5/6/2015,14:03,Contact From Object,,Vehicle,Electric Facility,None,
SCE,5/8/2015,6:15,34.395494,-119.483892,Other,Rural,Less Than 0.25 Acres,Fire Agency,CARPINTERIA-SUMMERLAND,POLE# 4041801E,,16kV,Transformer,Overhead,Yes,5/8/2015,6:47,Unknown,,,,Unknown,
SCE,5/9/2015,10:49,34.209581,-118.880455,Other,Urban,Less Than 0.25 Acres,Fire Agency,Ventura County Fire,Pole 1665903E,,16kV,Conductor,Overhead,Yes,5/9/2015,10:49,Contact From Object,,Vegetation,Electric Facility,Human Error,
SCE,5/10/2015,13:55,33.68035,-117.171241,Vegetation,Urban,Less Than 0.25 Acres,Fire Agency,Riverside County Fire Department,Pole 2135638E: HWY 215 W/S 1730' S/O NEWPORT RD,Phone & Cable,12kV,Conductor,Overhead,Yes,5/10/2015,13:55,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,5/11/2015,7:30,34.10804,-117.730082,Building,Urban,Less Than 0.25 Acres,Fire Agency,Los Angeles County Fire,"Pole 1132743E: 835 W FOOTHILL BLVD, CLAREMONT",Phone & Cable,12kV,Conductor,Overhead,Yes,5/11/2015,7:30,Contact From Object,,Balloons,Electric Facility,None,
SCE,5/12/2015,19:34,34.531203,-117.318031,Other,Urban,Less Than 0.25 Acres,Fire Agency,San Bernadino County Fire,Pole 1599652E: VILLAGE DR ALLEY W 136' N/O CULEBRA RD,Phone & Cable,12kV,Conductor,Overhead,Yes,5/12/2015,19:34,Contact From Object,,Balloons,Electric Facility,None,
SCE,5/14/2015,22:24,36.1318095,-118.778424,Vegetation,Rural,Less Than 0.25 Acres,Customer,,Soda Springs 12kV out of Boxwood Sub,,12kV,Conductor,Overhead,Yes,5/14/2015,22:24,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,5/23/2015,11:57,34.30064,-118.361272,Vegetation,Rural,0.26 - 9.99 Acres,Fire Agency,Cal Fire,Pole 1261671E,Phone & Cable,16kV,Conductor,Overhead,Yes,5/23/2015,11:05,Unknown,,,,Unknown,
SCE,5/25/2015,13:48,33.751175,-117.978734,Building,Urban,Less Than 0.25 Acres,Fire Agency,Orange County Fire,Pole 1833024E,,12kV,Conductor,Overhead,Yes,5/25/2015,13:48,Contact From Object,,Balloons,Electric Facility,None,
SCE,5/26/2015,14:47,34.141244,-118.907889,Other,Rural,Less Than 0.25 Acres,Fire Agency,Ventura County Fire,Pole 658179E,,4kV,Other,Overhead,No,,,Unknown,,,,Unknown,
SCE,5/29/2015,15:28,34.286235,-118.87918,Building,Urban,Less Than 0.25 Acres,Fire Agency,Ventura County Fire,Strathern 16kV at Moorpark Sub.,,16kV,Capacitor Bank,Overhead,Yes,5/29/2015,15:28,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,5/29/2015,7:29,36.3869606,-118.9535553,Vegetation,Rural,Less Than 0.25 Acres,Fire Agency,Tulare County Fire,Lemon Cove and Three Rivers Sub. Venida,,66kV,Conductor,Overhead,Yes,5/29/2015,7:29,Contact From Object,,Animal,Electric Facility,None,
SCE,5/30/2015,15:30,33.709731,-117.645947,Vegetation,Rural,Less Than 0.25 Acres,Fire Agency,Orange County Fire,Pole 2257269E,Phone & Cable,12kV,Other,Overhead,Yes,5/30/2015,15:26,Contact From Object,,Animal,Electric Facility,None,
SCE,5/30/2015,15:26,33.709731,-117.645947,Vegetation,Rural,Less Than 0.25 Acres,Fire Agency,Orange County Fire Authority,Pole 2257269E,Phone & Cable,12kV,Other,Overhead,Yes,5/30/2015,15:26,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,6/5/2015,17:10,33.859091,-117.263908,Other,Urban,Less Than 0.25 Acres,Fire Agency,Riverside County Fire,Pinewood 12kV at Cajalco Sub,,33kV,Conductor,Overhead,Yes,6/5/2015,17:10,Contact From Object,,Vehicle,Electric Facility,None,
SCE,6/5/2015,14:40,33.901812,-116.68718,Vegetation,Rural,10 - 99 Acres,Fire Agency,Cal Fire,Devers-Valley No.1 and No.2 500 kV lines.,,500kV,Other,Overhead,No,,,Unknown,,,,Unknown,
SCE,6/6/2015,10:00,34.404333,-118.423417,Vegetation,Rural,Less Than 0.25 Acres,Fire Agency,Los Angeles County Fire,"16450 Alamo Canyon Rd, Canyon Country",Phone & Cable,16kV,Other,Overhead,Yes,6/6/2015,10:13,Contact From Object,,Animal,Electric Facility,None,
SCE,6/9/2015,5:46,33.598572,-117.131068,Other,Rural,Less Than 0.25 Acres,Fire Agency,Cal Fire,Pole 4401960E,,33kV,Conductor,Overhead,Yes,6/9/2015,5:46,Contact From Object,,Animal,Electric Facility,None,
SCE,6/10/2015,20:50,35.964093,-119.019255,Vegetation,Rural,Less Than 0.25 Acres,Unknown,,Zion 12kV at Terra Bella Sub,,12kV,Conductor,Overhead,Yes,6/10/2015,20:50,Contact From Object,,Vehicle,Pole,None,
SCE,6/11/2015,1:00,36.396211,-119.296564,Other,Rural,Less Than 0.25 Acres,Fire Agency,Tulare County Fire,Virgil 12kV out of Chatham Sub,,12kV,Conductor,Overhead,Yes,6/11/2015,1:00,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,6/12/2015,12:50,36.320661,-119.309413,Other,Urban,Less Than 0.25 Acres,Fire Agency,Visalia Fire Department,Pole 4708810E,Phone & Cable,12kV,Other,Overhead,Yes,6/12/2015,13:00,Unknown,,,,None,
SCE,6/13/2015,18:28,34.011561,-118.399555,Building,Urban,Less Than 0.25 Acres,Fire Agency,Los Angeles  County Fire,Runway 16kV and Stevens 4 kV at Culver Sub,,16kV,Conductor,Overhead,Yes,6/13/2015,18:28,Contact From Object,,Balloons,Electric Facility,None,
SCE,6/17/2015,17:29,36.108562,-118.94253,Vegetation,Rural,Less Than 0.25 Acres,Fire Agency,Cal Fire,Pole 722603E,,66kV,Conductor,Overhead,Yes,6/17/2015,17:29,Contact From Object,,Animal,Electric Facility,None,
SCE,6/19/2015,14:00,36.207484,-119.328055,Vegetation,Urban,Less Than 0.25 Acres,Fire Agency,Tulare Fire Department,4677205 RCS 1282,Phone & Cable,12kV,Other,Overhead,No,,,Unknown,,,,Unknown,
SCE,6/21/2015,14:25,33.874319,-117.240717,Other,Urban,Less Than .25 Acres,Fire Agency,Riverside County Fire,Pole 4329982E,Phone & Cable,12kV,Conductor,Subsurface,Yes,6/21/2015,14:25,Vandalism/Theft,,,,Outside Force,
SCE,6/22/2015,13:30,35.9645,-119.294197,Other,Urban,Less Than .25 Acres,Fire Agency,Tulare County Fire,Pole 2088956E,,12kV,Other,Overhead,Yes,6/22/2015,13:30,Contact From Object,,Vehicle,Pole,None,
SCE,6/23/2015,17:21,34.278968,-118.907216,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Ventura Fire Department,Primary splice box at base of pole 2115918e,,16kV,Conductor,Subsurface,No,,,Equipment/Facility Failure,Other,,,Unknown,
SCE,6/28/2015,11:18,34.412889,-117.261167,Vegetation,Urban,Less Than .25 Acres,Self Extinguished,,67932S: NW/COR/O PEACH ST & MADRONE ST,Phone & Cable,12kV,Conductor,Overhead,Yes,6/28/2015,11:18,Unknown,,,,Weather,
SCE,6/28/2015,13:55,34.506848,-117.367084,Other,Urban,Less Than .25 Acres,Self Extinguished,,Pole 2001883E,Phone & Cable,12kV,Conductor,Overhead,Yes,6/28/2015,13:55,Unknown,,,,Weather,
SCE,6/29/2015,15:58,36.299155,-119.148553,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Tulare County Fire,Pole 721517E,Phone & Cable,12kV,Lightning Arrestor,Overhead,No,,,Equipment/Facility Failure,Lightning Arrestor,,,Weather,
SCE,6/29/2015,14:21,34.005542,-116.980466,Other,Urban,Less Than .25 Acres,Unknown,,Banning-Zanja 115kV,,115kV,Conductor,Overhead,Yes,6/29/2015,14:21,Contact From Object,,Vehicle,Pole,None,
